1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane2, 6.22,6.22,,,-0.09796054,1.786413,1.290984,,,-0.09498194,1.817322,1.289025,,29.7499911776726,26.8995893918058,6.44527624130147, 1.32
PointBall2, 13.79,13.79,,,-0.131759,1.652934,0.9947048,,,-0.1237347,1.721406,0.9940563,,49.8222602689045,53.7077498739261,6.69011375679746, 1.223
PointBall3, 5.73,-5.73,,,0.05299265,1.899264,1.237908,,,0.04877728,1.871005,1.239716,,2.81522054964807,10.6414805345306,9.12347871770032, 1.033
PointPlane3, 6.83,-6.83,,,0.1341012,1.674033,0.9615312,,,0.1289694,1.640303,0.9624167,,59.7499809323891,58.8945885551077,8.73770110637678, 1.27
PointPyramid, 4.27,4.27,,,0.07623143,1.821133,1.2898,,,0.07742558,1.842467,1.289787,,48.7770808455319,48.6410337263348,3.20973482645059, 1.791
PointPlane1, 8.62,8.62,,,0.06553669,1.6268,1.048497,,,0.07086413,1.669556,1.04925,,44.750001422956,46.4311909686688,7.21142536937093, 1.635
PointBall1, 9.28,9.28,,,0.2325159,1.746767,1.084654,,,0.2384719,1.792785,1.083735,,35.4939922796097,29.8945452972441,7.42676671375702, 1.7
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 22.66,-22.66,,,0.1296559,1.977697,1.204101,,,0.1053628,1.867583,1.215245,,7.73606328397763,6.72406193046185,13.5407574451906, 1.999
PointPlane3, 6.34,6.34,,,0.1535919,1.612746,0.9639213,,,0.1568669,1.644271,0.9647073,,59.7499809323891,61.5950403721087,6.16134784672601, 1.4
PointPyramid, 4.51,4.51,,,0.08005302,1.818403,1.278144,,,0.08223111,1.840851,1.277668,,48.527550136433,43.0000284591207,5.62235543620433, 1.943
