1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointBall2, 11.5,11.5,,,-0.1357867,1.639475,0.9862704,,,-0.1606811,1.690827,0.9934177,,55.0849925949368,48.5057959845319,26.8347606531027, 3.319
PointBall1, 14.31,14.31,,,0.2169057,1.719039,1.078751,,,0.254892,1.779597,1.075702,,38.4768963165929,22.9815488136531,32.1627554348383, 2.388
PointPyramid, 8.82,8.82,,,0.04987424,1.804856,1.275126,,,0.0603848,1.846114,1.286564,,48.7770808455319,35.4933536569401,20.8150572654428, 1.945
PointPlane2, 15.14,15.14,,,-0.1211754,1.749795,1.279407,,,-0.1143034,1.822738,1.298405,,29.7499911776726,44.8383635777896,15.7167053900436, 2.244
PointPlane1, 12.83,12.83,,,0.06444164,1.605437,1.058924,,,0.07966049,1.666451,1.046145,,44.750001422956,35.5943960576149,17.8805314570045, 4.301
PointPlane3, 8.77,8.77,,,0.1412853,1.597452,0.9716959,,,0.1539697,1.638068,0.9611259,,59.7499809323891,47.7803308771215,21.9636218443104, 2.734
PointBall3, 13.76,13.76,,,0.05940525,1.805708,1.253914,,,0.0681337,1.871186,1.273159,,2.71591643206865,15.4666521714878,18.1143151654101, 1.712
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 11.7,11.7,,,0.05934576,1.815446,1.256688,,,0.06854076,1.871238,1.271779,,2.54506715214132,15.3672985350383,17.7888754435354, 1.666
PointPlane1, 22.95,22.95,,,0.07019885,1.58096,1.06745,,,0.09094028,1.693676,1.07337,,44.750001422956,48.8503585280032,10.9045034281857, 2.388
PointPyramid, 8.35,8.35,,,0.05159203,1.812413,1.266253,,,0.0626894,1.848151,1.284763,,48.7770808455319,25.9583039730071,31.3412920213147, 2.278
PointPlane3, 13.58,13.58,,,0.1462883,1.600719,0.9959346,,,0.1675271,1.661591,0.9747071,,59.7499809323891,44.0073344845996,26.0809553840672, 2.545
PointBall1, 10.34,10.34,,,0.2354151,1.732523,1.067616,,,0.2584427,1.777943,1.076502,,38.8386538608212,35.3347566688258,28.6116838351056, 2.345
PointBall2, 17.34,17.34,,,-0.1244746,1.631513,0.9968002,,,-0.1687084,1.704157,1.013711,,52.851216855085,47.6188310586907,33.1899475555323, 2.812
PointPlane2, 11.59,11.59,,,-0.1202798,1.762603,1.27704,,,-0.1040709,1.81705,1.288554,,29.7499911776726,44.4253044841329,20.2061322575027, 2.256
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPyramid, 7.23,7.23,,,0.05454227,1.81487,1.273797,,,0.06520973,1.847368,1.285455,,48.7770808455319,33.1417434968063,26.1158422818295, 2.067
PointPlane3, 2.41,2.41,,,0.141614,1.629125,0.965098,,,0.1460491,1.639944,0.9622092,,59.7499809323891,48.9396256828766,25.9344580757309, 2.467
PointBall3, 7.59,7.59,,,0.05648093,1.83589,1.242403,,,0.06338838,1.871571,1.253322,,0.0862292282213733,20.2016721440988,20.1178998762597, 1.835
