1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane1, 0.46,0.46,,,0.07014234,1.657935,1.04031,,,0.07048614,1.660161,1.039855,,44.750001422956,34.4049220618519,14.1787961336577, 1.753
PointPyramid, 3.43,3.43,,,0.07560465,1.827311,1.277616,,,0.07946035,1.843986,1.278648,,48.527550136433,35.6548978715993,13.5256089398067, 0.867
PointBall1, 4.44,4.44,,,0.2299111,1.762732,1.067289,,,0.2381329,1.78327,1.065705,,37.654377638872,23.4588372969299,22.1337874650095, 0.867
PointPlane2, 3.61,3.61,,,-0.1162109,1.790356,1.274476,,,-0.1124598,1.807939,1.272772,,29.7499911776726,27.0822986545666,13.0851522506042, 0.945
PointBall2, 0.26,0.26,,,-0.1419284,1.700122,0.9879104,,,-0.141776,1.701401,0.9878232,,53.3022142334308,54.9372487771116,7.69720036245536, 1.011
PointBall3, 3.88,3.88,,,0.04456276,1.851464,1.228544,,,0.04847671,1.87047,1.229276,,3.94734507708437,14.8949021746183,11.880451202284, 0.923
PointPlane3, 1.36,1.36,,,0.1614878,1.630902,0.9614422,,,0.1629796,1.637478,0.9607856,,59.7499809323891,55.3025853403654,13.8203947735394, 0.945
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPyramid, 3.36,3.36,,,0.04269231,1.827792,1.278465,,,0.0473233,1.843919,1.279024,,48.5275603817165,64.5617875970598,16.1618697870006, 1.133
PointBall2, 4.21,4.21,,,-0.1395906,1.682246,0.9880087,,,-0.1378607,1.703185,0.986517,,52.9970926162242,53.0273708439723,6.06556255713168, 0.987
PointPlane2, 3.99,3.99,,,-0.1223382,1.792724,1.282323,,,-0.1180718,1.812044,1.279882,,29.7499911776726,25.7760215970576,14.1511082550802, 1.023
PointPlane3, 0.89,0.89,,,0.1475721,1.632613,0.9612715,,,0.1485302,1.636865,0.9604318,,59.7499809323891,49.9996675974696,16.5147088119683, 1.056
PointBall3, 3.5,3.5,,,0.04799206,1.854064,1.227913,,,0.05370364,1.870577,1.228438,,3.72173283601968,21.1729062340273,19.1780180612964, 1.156
PointBall1, 6.02,6.02,,,0.2214603,1.755614,1.064994,,,0.2333618,1.782984,1.060945,,37.7136909999738,20.1622260951923,24.5903793373123, 1.354
PointPlane1, 1.64,-1.64,,,0.07106692,1.657868,1.027644,,,0.06947154,1.650132,1.029826,,44.750001422956,31.155258164068,19.0538879143221, 1.156
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane1, 0.9,-0.9,,,0.05164665,1.654839,1.028739,,,0.05103742,1.650669,1.030363,,44.750001422956,24.8810721802988,22.3565523710432, 1.119
PointPlane3, 1.97,1.97,,,0.1586104,1.632037,0.9667549,,,0.1603757,1.640822,0.9627163,,59.7499809323891,36.607606781467,26.4127283986736, 1.223
PointBall3, 1.96,1.96,,,0.05182264,1.861038,1.225467,,,0.05476359,1.87037,1.225064,,4.10646500154248,18.8029570164824,17.6135666905344, 1.177
PointPlane2, 11.6,-11.6,,,-0.09679504,1.8371,1.212154,,,-0.1034747,1.781368,1.22675,,29.7499911776726,16.6592339032367,15.8399254143363, 0.89
PointBall1, 7.18,7.18,,,0.2202155,1.750437,1.067374,,,0.2346248,1.782828,1.061786,,37.7491499260632,18.7719086849268,25.417831119024, 1.212
PointPyramid, 0.91,0.91,,,0.07364853,1.844886,1.279126,,,0.07479127,1.849269,1.279049,,48.527550136433,33.9342434939604,14.6224971626257, 1.922
PointBall2, 5.94,-5.94,,,-0.1361418,1.705283,0.9574777,,,-0.1365274,1.675997,0.9625343,,57.4951511350067,50.2833594967517,9.57491237436721, 1.209
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 5.91,-5.91,,,-0.1345374,1.687116,0.9444182,,,-0.1360733,1.658029,0.9493112,,60.3481483926858,54.541859382346,9.7608403636848, 1.134
PointPlane3, 1.67,1.67,,,0.1544117,1.637969,0.9684207,,,0.1562402,1.645556,0.9654491,,59.7499809323891,40.319923775091,24.4847743703989, 1.201
PointPlane1, 0.05,-0.05,,,0.05948631,1.651415,1.030779,,,0.05943367,1.651156,1.03085,,44.750001422956,31.4654341211197,18.6696761238222, 1.066
PointPlane2, 1.4,1.4,,,-0.1051036,1.798702,1.270034,,,-0.1036935,1.805355,1.268297,,29.7499911776726,19.1653412305496,18.390819998338, 1.012
PointBall3, 1.2,1.2,,,0.05234236,1.864722,1.228792,,,0.05363637,1.870572,1.228376,,3.73297490019386,13.8526102136369,13.0063139405295, 0.9
PointPyramid, 3.43,3.43,,,0.06936345,1.831676,1.260805,,,0.07250863,1.848547,1.260398,,48.277076861255,48.036452718586,10.6158365900054, 1.034
PointBall1, 3.48,3.48,,,0.2336526,1.763359,1.063501,,,0.2409803,1.778943,1.060888,,38.6058434543453,19.2224313651385,26.4468332397977, 1.145
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 2.85,-2.85,,,0.1575314,1.635705,0.9470055,,,0.1547585,1.622769,0.9522932,,59.7499809323891,39.1606289693359,24.55370122249, 1.167
PointBall3, 3.77,3.77,,,0.06009009,1.852926,1.235395,,,0.0650889,1.871078,1.235089,,2.54506715214132,15.3442022510026,15.4112081124431, 1.044
