1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointBall2, 6.84,6.84,,,-0.1408063,1.670643,0.9897227,,,-0.134527,1.703908,0.9847207,,52.8721343088361,53.7318501957418,13.413624576386, 1.641
PointBall3, 1.67,1.67,,,0.06410077,1.863733,1.251011,,,0.06701407,1.871539,1.250777,,0.578783864219258,20.0668629966543,20.5095890161454, 1.699
PointPyramid, 1.47,1.47,,,0.06408408,1.846452,1.280476,,,0.06726817,1.853077,1.280409,,48.7770808455319,53.8364818607256,25.6649080827318, 1.445
PointPlane3, 0.27,-0.27,,,0.1754134,1.645186,0.9640296,,,0.1749655,1.644038,0.9645729,,59.7499809323891,39.1427577798698,31.3259889829052, 1.912
PointPlane2, 1.15,1.15,,,-0.09703085,1.800556,1.26995,,,-0.09479424,1.805752,1.268984,,29.7499911776726,29.7378368563828,25.0251464790945, 1.745
PointPlane1, 0.33,-0.33,,,0.07012358,1.657959,1.035851,,,0.0694643,1.656491,1.036185,,44.750001422956,39.1627394977307,26.6226405965942, 2.068
PointBall1, 0.11,-0.11,,,0.2530016,1.778988,1.071365,,,0.2527613,1.778495,1.071496,,38.7138082515513,13.1498580459057,28.8783941770362, 1.489
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall1, 1.9,1.9,,,0.2466777,1.767126,1.066428,,,0.2510816,1.775184,1.064077,,39.4235331884574,12.8261224561815,31.662017205246, 1.156
PointPyramid, 0.59,0.59,,,0.07075788,1.849717,1.27636,,,0.07209695,1.852317,1.27585,,48.527550136433,23.3770338310644,28.7549214357513, 1.6
PointBall2, 1.72,1.72,,,-0.1341919,1.691408,0.982337,,,-0.1327274,1.699248,0.9791624,,53.6613045888625,45.4092615085838,23.8080290009824, 1.524
PointBall3, 7.53,-7.53,,,0.07029179,1.905769,1.238086,,,0.05640674,1.871364,1.244489,,1.62365310096272,24.3264966936194,23.8581728333787, 2.289
PointPlane3, 1.32,-1.32,,,0.1699798,1.649898,0.9624481,,,0.1675556,1.644172,0.96465,,59.7499809323891,43.6897341121267,29.5954308312454, 1.833
PointPlane2, 1.33,1.33,,,-0.1005347,1.805635,1.280982,,,-0.09850064,1.811793,1.279448,,29.7499911776726,23.7411477904908,22.3301144170491, 1.51
PointPlane1, 4.31,-4.31,,,0.07647157,1.672884,1.02839,,,0.06948107,1.652959,1.032653,,44.750001422956,37.4412552521307,22.2100465249706, 1.491
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane1, 0.11,0.11,,,0.08252557,1.656176,1.036532,,,0.0826894,1.656675,1.036369,,44.750001422956,31.7393861709164,24.5920937147463, 1.534
PointPlane3, 0.25,0.25,,,0.159831,1.649249,0.9685777,,,0.1602464,1.650408,0.9682505,,59.7499809323891,47.3597824812483,24.3736437806007, 1.433
PointBall1, 0.78,0.78,,,0.2557271,1.772435,1.072472,,,0.2571487,1.775904,1.071465,,39.2755264083565,13.5287918078713,26.5256433753428, 1.333
PointBall2, 3.92,3.92,,,-0.1287949,1.689946,0.9880927,,,-0.1253867,1.708356,0.9823667,,52.1055241430105,46.636492789028,19.6834349703399, 1.433
PointPlane2, 2,2,,,-0.1037074,1.800399,1.278408,,,-0.1008752,1.809566,1.27559,,29.7499911776726,20.8043202083663,23.3744434818937, 1.256
PointBall3, 2.79,2.79,,,0.07881282,1.857951,1.253944,,,0.08319145,1.871124,1.252446,,2.63299281521038,16.7386382652231,19.2758417354144, 1.156
PointPyramid, 0.01,-0.01,,,0.07785715,1.845891,1.285154,,,0.0778385,1.845821,1.285163,,48.527550136433,33.6974340118367,16.9080354896619, 1.689
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane1, 3.33,-3.33,,,0.08312525,1.667758,1.027713,,,0.07923329,1.652106,1.0318,,44.750001422956,32.9764119423578,19.6492891480819, 1.343
PointPlane3, 0.61,0.61,,,0.1724047,1.648509,0.9696629,,,0.1732385,1.651272,0.9687495,,59.7499809323891,44.1376954714709,23.9299820252193, 1.4
PointBall1, 1.44,-1.44,,,0.2626905,1.78276,1.073487,,,0.2603689,1.776288,1.075597,,39.1965694237483,13.5066859012377,25.6914040933323, 1.445
PointPyramid, 0.78,0.78,,,0.07499257,1.844005,1.280837,,,0.07626244,1.847604,1.280106,,48.527550136433,30.8888261523383,22.0237616582788, 1.445
PointBall3, 0.67,-0.67,,,0.07714117,1.87452,1.247009,,,0.07617745,1.871321,1.247442,,1.87565420403824,16.3016752176838,18.1734355736733, 1.256
PointBall2, 1.67,1.67,,,-0.135674,1.685963,0.9780731,,,-0.1342892,1.693803,0.9754769,,54.5753443838202,48.038320775272,20.3513523204998, 1.444
PointPlane2, 0.16,-0.16,,,-0.09422868,1.805687,1.267361,,,-0.09443516,1.804934,1.267567,,29.7499911776726,20.7737312070196,20.9754523008061, 1.623
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane1, 0.05,-0.05,,,0.0675599,1.649003,1.028414,,,0.0675049,1.648784,1.028478,,44.750001422956,31.4159972132829,20.963379941784, 1.2
PointBall3, 2.24,-2.24,,,0.07709794,1.8819,1.241917,,,0.07398671,1.871293,1.243807,,1.92427255641452,16.9525990576616,18.814503450953, 1.645
PointPlane2, 1.01,1.01,,,-0.1035532,1.80175,1.271551,,,-0.1024338,1.806532,1.270336,,29.7499911776726,20.1731817183162,18.8779661518601, 1.367
PointPlane3, 0.02,-0.02,,,0.1637243,1.643579,0.9642227,,,0.1637016,1.643493,0.964258,,59.7499809323891,39.7223778619915,25.8786639695009, 1.278
PointBall2, 2.12,2.12,,,-0.1278029,1.691703,0.9801733,,,-0.1261952,1.701554,0.9766784,,53.2679437602239,45.1698121584194,21.10430552346, 1.233
PointPyramid, 0.63,-0.63,,,0.07967716,1.847885,1.284984,,,0.07861434,1.844944,1.285471,,48.527550136433,29.8745943152337,21.5822445822372, 1.81
PointBall1, 0.53,-0.53,,,0.2493541,1.780752,1.066305,,,0.248614,1.77834,1.067066,,38.7432805169998,15.159974978741,23.5833294439202, 1.356
