1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane3, 0.7,0.7,,,0.1455814,1.646476,0.9687296,,,0.146972,1.649558,0.9677599,,59.7499809323891,47.4038337850744,28.670220262211, 1.74
PointBall1, 1.41,1.41,,,0.2284888,1.779701,1.065359,,,0.2321722,1.785671,1.064542,,37.1137989169597,20.9394179312951,32.2368083437589, 1.245
PointPlane2, 1.21,1.21,,,-0.120936,1.799049,1.26791,,,-0.1189376,1.804684,1.267135,,29.7499911776726,29.1036674699728,20.7373245922093, 1.323
PointPyramid, 2.41,-2.41,,,0.05157862,1.850584,1.292126,,,0.04609907,1.839851,1.2921,,48.7770808455319,53.7372084789966,27.0513835116961, 1.067
PointPlane1, 3.69,3.69,,,0.06277046,1.639884,1.039277,,,0.06949782,1.656819,1.036513,,44.750001422956,40.9086860651623,23.1467318114913, 1.132
PointBall3, 4.25,4.25,,,0.05048063,1.85236,1.255968,,,0.05952951,1.871554,1.255093,,0.630250031874215,25.9372311324567,25.3212727374145, 1.074
PointBall2, 3.22,3.22,,,-0.1530385,1.683637,0.9944748,,,-0.1502389,1.699389,0.9926327,,53.6473880788158,55.9400366325802,11.8750254709131, 1.257
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall1, 1.59,1.59,,,0.2317019,1.778247,1.067606,,,0.2354606,1.785171,1.066604,,37.2287783182481,19.523516340658,29.2638900430643, 1.035
PointPlane2, 1.05,1.05,,,-0.1153427,1.806422,1.279516,,,-0.1137348,1.811364,1.278704,,29.7499911776726,27.0219027085114,19.9124068106091, 1.189
PointPlane1, 5.83,5.83,,,0.0683043,1.62389,1.036346,,,0.07734966,1.651021,1.030715,,44.750001422956,37.3653377016186,21.3105174665008, 1.044
PointPlane3, 1.1,-1.1,,,0.1422458,1.631642,0.9533476,,,0.1401333,1.626743,0.9545876,,59.7499809323891,49.9625113694187,26.4420555226062, 1.043
PointPyramid, 4.03,-4.03,,,0.07596256,1.874153,1.276336,,,0.06702417,1.856131,1.27771,,48.7770808455319,57.2565145773308,26.6122057753801, 1.089
PointBall3, 1.68,1.68,,,0.05161848,1.863848,1.257632,,,0.05515695,1.871481,1.25748,,1.30386301259145,26.1002762811442,24.8816646991928, 0.978
PointBall2, 8.09,8.09,,,-0.1459416,1.67466,1.00123,,,-0.1363968,1.713554,0.9954697,,51.2112748206222,54.883129774729,15.8664282551258, 1.266
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 8.27,8.27,,,0.1555503,1.615481,0.9807931,,,0.168412,1.653225,0.969877,,59.7499809323891,46.7526913790493,23.921309392762, 1.155
PointBall2, 18.49,18.49,,,-0.1392626,1.637939,1.021877,,,-0.1294747,1.728465,1.005886,,48.5593241755677,45.6039765360241,11.4881131944452, 1.099
PointPlane1, 10.44,10.44,,,0.07847913,1.609742,1.049227,,,0.09083317,1.659473,1.039167,,44.750001422956,35.9422405068911,17.6061849637943, 1.09
PointPlane2, 10.66,10.66,,,-0.1135289,1.76571,1.293163,,,-0.09628132,1.815657,1.286141,,29.7499911776726,28.6788126399477,20.353905103631, 1.2
PointBall1, 7.97,7.97,,,0.2414602,1.738006,1.074492,,,0.2570739,1.774146,1.068324,,39.649831009741,18.9673118539068,24.8244772344109, 1
PointBall3, 8.55,8.55,,,0.05120963,1.831674,1.261662,,,0.06651679,1.871542,1.260272,,0.962661562428496,20.8011851516245,21.0614597479888, 1.022
PointPyramid, 0.26,0.26,,,0.06524487,1.834655,1.295613,,,0.0657882,1.835825,1.295658,,48.7770808455319,51.2126237829457,24.9779088921092, 1.155
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall1, 2.61,2.61,,,0.2308238,1.773491,1.06903,,,0.2363757,1.785222,1.067529,,37.2181573743843,20.0872664786847,26.0523010337491, 0.989
PointBall2, 12.56,12.56,,,-0.1511768,1.649202,1.003089,,,-0.1361175,1.708906,0.9906585,,52.0166019126806,53.6337516065174,17.9529673186841, 1.301
PointPlane1, 8.01,8.01,,,0.05270373,1.617604,1.042263,,,0.06492831,1.654948,1.034642,,44.750001422956,37.405417250553,20.9632945644218, 0.966
PointPlane3, 9.02,9.02,,,0.1407816,1.599377,0.9723649,,,0.1561905,1.640624,0.962602,,59.7499809323891,49.8534674023539,23.7240671953992, 1.089
PointPlane2, 2.74,2.74,,,-0.1022571,1.796001,1.276761,,,-0.09823525,1.808887,1.274414,,29.7499911776726,25.8273897408285,19.7416230578073, 1.011
PointPyramid, 1.29,1.29,,,0.07486999,1.831083,1.295216,,,0.07743852,1.836969,1.294647,,48.7770808455319,57.4188715844786,24.0242659538985, 0.977
PointBall3, 5.29,5.29,,,0.05594967,1.84687,1.242893,,,0.06592008,1.871363,1.24227,,1.58313204434386,21.8756421800597,22.1746678536017, 0.945
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane2, 5.34,5.34,,,-0.1163289,1.785396,1.281171,,,-0.1080317,1.810474,1.277164,,29.7499911776726,27.3912366398658,20.0664753834297, 0.966
PointBall3, 3.45,3.45,,,0.07725675,1.855024,1.261085,,,0.08352074,1.871095,1.26018,,2.81466431613302,18.966155844422,21.4605169542366, 1.101
PointBall2, 8.68,8.68,,,-0.1421814,1.671699,0.996767,,,-0.131774,1.713586,0.9920048,,51.2030273674289,56.0200591266693,15.1798132626333, 1.187
PointBall1, 11.56,11.56,,,0.2221911,1.73269,1.083537,,,0.2464357,1.784645,1.076203,,37.3565574936849,18.3310951183501,25.9189842825968, 0.878
PointPlane3, 9.21,9.21,,,0.1472676,1.599137,0.9708409,,,0.1621696,1.642102,0.9634553,,59.7499809323891,52.7630357002594,21.0515747569876, 1.022
