1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointBall1, 14.2,14.2,,,0.226037,1.719164,1.094745,,,0.2520312,1.783553,1.08,,37.6050875800982,14.587133859182,24.7749498265701, 1.332
PointPyramid, 7.82,7.82,,,0.05214496,1.809835,1.287039,,,0.06416899,1.846998,1.285783,,48.7770808455319,52.7210573587887,17.9953418111157, 1.456
PointBall3, 7.64,7.64,,,0.05959839,1.834703,1.264474,,,0.06952243,1.871492,1.261898,,1.35277324882492,15.0882204284122,15.5121258621691, 1.431
PointBall2, 7.4,7.4,,,-0.1374284,1.673208,0.9938136,,,-0.134121,1.709847,0.9900753,,51.8530052262329,50.8745362586274,7.57230011167359, 1.345
PointPlane3, 12.62,12.62,,,0.150887,1.601765,0.9811668,,,0.1593811,1.664113,0.976163,,59.7499809323891,55.769988832641,8.86086648915764, 1.211
PointPlane1, 7.31,7.31,,,0.06103342,1.628959,1.048824,,,0.06604933,1.664944,1.044638,,44.750001422956,39.0435083038023,10.1318195168097, 1.278
PointPlane2, 5.88,5.88,,,-0.1151047,1.781921,1.28157,,,-0.1108662,1.810731,1.277607,,29.7499911776726,23.5954479067178,11.2178759136801, 1.235
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 3.09,3.09,,,-0.1373633,1.691089,0.9908059,,,-0.1359129,1.706214,0.9879164,,52.4790159519064,48.1408384967665,11.8431353185657, 1.3
PointPlane1, 5.11,5.11,,,0.05812566,1.634072,1.042798,,,0.06093861,1.659157,1.038851,,44.750001422956,36.5344008159799,10.7326200149581, 1.243
PointBall1, 8.3,8.3,,,0.2257304,1.749894,1.081771,,,0.2366045,1.789418,1.075397,,36.2691879929831,19.9448689912835,17.5633989524767, 1.301
PointPlane3, 7.67,7.67,,,0.168144,1.616136,0.9810758,,,0.1707858,1.652605,0.9695188,,59.7499809323891,42.565368892815,17.7643328669832, 1.323
PointPyramid, 5.14,5.14,,,0.06741308,1.812627,1.295526,,,0.06905332,1.838194,1.293564,,48.7770808455319,53.0026011636365,5.52105434212189, 1.378
PointBall3, 6.17,6.17,,,0.07752924,1.840362,1.269397,,,0.0786506,1.871143,1.267701,,2.77113979063194,4.81251060102248,3.57352392501363, 1.4
PointPlane2, 6.94,6.94,,,-0.09305792,1.784034,1.295589,,,-0.09094918,1.818326,1.290763,,29.7499911776726,22.2492227814123,8.50364419041201, 1.211
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 5.85,5.85,,,0.07081287,1.84225,1.263604,,,0.07194193,1.871451,1.262034,,1.57619460005259,4.11741934400588,3.58872344337147, 1.165
PointPlane2, 3.69,3.69,,,-0.09814949,1.788684,1.273231,,,-0.096986,1.806943,1.271046,,29.7499911776726,23.4439748057096,7.499020721655, 1.101
PointPyramid, 4.48,4.48,,,0.07407137,1.823605,1.287138,,,0.07534657,1.845979,1.286683,,48.7770808455319,49.7703337571845,3.38581688491018, 1.156
PointBall2, 7.66,7.66,,,-0.1275067,1.670707,0.9869598,,,-0.127011,1.708901,0.9840152,,52.0124730634422,49.109270501666,4.22401127322691, 1.4
