1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane2, 7.86,7.86,,,-0.1180348,1.778622,1.293406,,,-0.1063622,1.815301,1.285524,,29.7499911776726,24.6631550008936,20.8678512111633, 1.361
PointPlane3, 12.55,12.55,,,0.1523351,1.586381,0.9926462,,,0.1687777,1.638103,0.9611461,,59.7499809323891,32.1300661503803,34.2677547916622, 1.178
PointPlane1, 11.21,11.21,,,0.07566622,1.6054,1.051494,,,0.08672599,1.658777,1.038471,,44.750001422956,33.0959334193178,17.559720895711, 1.166
PointBall1, 5.41,5.41,,,0.2439668,1.757746,1.086118,,,0.259034,1.779214,1.079491,,38.5643090751583,11.3441652541456,37.3786155889957, 1.156
PointBall2, 0.75,0.75,,,-0.1627566,1.678438,0.9894843,,,-0.1630952,1.680471,0.9863448,,56.7853271603603,28.4104528073784,56.9665798853211, 1.389
PointPyramid, 3.53,3.53,,,0.0400101,1.829705,1.281906,,,0.04842832,1.845169,1.2809,,48.5275603817165,77.1081139229987,28.7018816032275, 1.111
PointBall3, 12.27,12.27,,,0.05929528,1.812956,1.271291,,,0.07885742,1.871065,1.269927,,3.00791170671624,16.8795962902967,18.6318198014009, 1.043
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane2, 12.79,12.79,,,-0.1178698,1.753963,1.296852,,,-0.1057186,1.815904,1.286568,,29.7499911776726,23.1948163419102,14.2530701699465, 1.044
PointPyramid, 4.26,4.26,,,0.04706167,1.817604,1.296416,,,0.05587526,1.836918,1.294692,,48.7770808455319,57.3234128632949,24.8884658598696, 1.112
PointBall1, 9.03,9.03,,,0.2335727,1.746151,1.094233,,,0.2622725,1.779155,1.083034,,38.5807083588991,13.5386272800025,42.9388982677502, 1.078
PointBall2, 10.17,10.17,,,-0.1568913,1.63512,1.016908,,,-0.1668803,1.665332,0.9772696,,59.2144189842826,22.0050469404738,53.2896364404242, 1.666
PointPlane1, 14.86,14.86,,,0.07648959,1.588382,1.072754,,,0.07715369,1.645062,1.024756,,44.750001422956,4.76924903779713,40.0110489690399, 1.401
PointBall3, 9.74,9.74,,,0.04157966,1.824878,1.265441,,,0.05570897,1.871242,1.270165,,2.51123381102916,18.3795604318045,17.8947416651773, 1.222
PointPlane3, 2.51,2.51,,,0.129839,1.627126,0.9641128,,,0.1364602,1.637185,0.9606164,,59.7499809323891,50.0180954473375,36.5465414768918, 1.22
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane2, 8.77,8.77,,,-0.1139921,1.764948,1.272651,,,-0.1017519,1.807026,1.271191,,29.7499911776726,32.0327940140224,16.3002033119586, 1.256
PointPyramid, 6.38,6.38,,,0.04808435,1.824324,1.281672,,,0.06436052,1.851788,1.281549,,48.7770808455319,55.4703518571853,30.6512551041433, 0.978
PointPlane1, 9.67,9.67,,,0.05695876,1.614836,1.047507,,,0.07650968,1.657965,1.037659,,44.750001422956,39.2394664256369,26.7993188024857, 1.123
PointBall3, 4.99,4.99,,,0.04537754,1.848404,1.26633,,,0.05515674,1.871326,1.267105,,2.18614840520779,24.2931329279996,23.190340860581, 1.1
PointPlane3, 5.05,5.05,,,0.1207732,1.628047,0.9750748,,,0.1363325,1.645407,0.9653635,,59.7499809323891,47.4112684457791,46.4421500068871, 1.301
PointBall2, 12.7,12.7,,,-0.1428619,1.651282,1.035443,,,-0.1558699,1.681067,0.9809097,,56.6843462313863,22.2908647360758,61.7769692857785, 1.633
PointBall1, 10.94,10.94,,,0.2128574,1.743744,1.089565,,,0.2467778,1.784593,1.076455,,37.368448852699,15.3280864201044,41.5870296988001, 1.056
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane2, 6.1,6.1,,,-0.1283198,1.781739,1.27734,,,-0.1171985,1.810135,1.276576,,29.7499911776726,35.0489747317159,21.4177428957497, 1.231
PointBall1, 11.37,11.37,,,0.2128446,1.742323,1.088341,,,0.2505872,1.783746,1.078826,,37.5609269932484,19.632666175652,43.157621409455, 0.968
PointBall2, 14.05,14.05,,,-0.1402272,1.645215,1.038912,,,-0.1548635,1.681944,0.9808407,,56.5409839797917,20.6233304456812,58.2366569412365, 1.345
PointPlane3, 10.35,10.35,,,0.1377825,1.586091,0.9750651,,,0.1530311,1.63248,0.9578996,,59.7499809323891,42.6656838783634,26.1468428020623, 0.978
PointBall3, 5.02,5.02,,,0.04019264,1.847681,1.263241,,,0.0488753,1.871247,1.262662,,2.39130124206987,22.3977725615372,20.2522070048141, 1.049
PointPyramid, 5.24,5.24,,,0.04242674,1.82348,1.28498,,,0.05625148,1.845641,1.286982,,48.7770808455319,51.8640735474749,32.2601505145978, 0.956
PointPlane1, 11.02,11.02,,,0.03308777,1.618225,1.047488,,,0.07213628,1.65492,1.034614,,44.750001422956,50.504623468757,48.1736678000986, 1.2
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 10.83,10.83,,,0.1223871,1.589933,0.9702363,,,0.1538047,1.632202,0.9577392,,59.7499809323891,53.8149667654388,38.5655248487967, 0.956
PointBall3, 6.81,6.81,,,0.05423935,1.838419,1.248605,,,0.05741019,1.871526,1.255801,,0.935236112518257,13.7122720282132,13.5908124851301, 1.043
PointPyramid, 4.93,4.93,,,0.05307183,1.830141,1.274513,,,0.05843086,1.853552,1.27999,,48.7770808455319,37.2499109229521,18.3025910321895, 0.957
PointBall1, 10.21,10.21,,,0.2144085,1.748509,1.087555,,,0.2457071,1.78855,1.08288,,36.4764773983355,21.1689805829111,38.2844454967995, 0.912
PointPlane1, 9.95,9.95,,,0.07302839,1.627602,1.074839,,,0.06985507,1.651793,1.031487,,44.750001422956,16.2452493189732,60.6547555759955, 1.4
PointBall2, 9.15,9.15,,,-0.1507169,1.652468,1.017573,,,-0.159271,1.675245,0.9788579,,57.6281007635013,22.7126408584182,59.8793447116693, 1.243
PointPlane2, 9.62,9.62,,,-0.1230928,1.769432,1.287314,,,-0.1118788,1.81618,1.287047,,29.7499911776726,32.3379395368904,13.4891143863132, 1.168
