1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane3, 0.07,-0.07,,,0.149164,1.670162,0.9794352,,,0.1491098,1.6698,0.9794468,,59.7499809323891,58.5585569176723,8.67744859429019, 2.231
PointBall1, 0.82,0.82,,,0.2407065,1.782188,1.073755,,,0.2411655,1.786252,1.073923,,36.991589760636,34.8423888358284,6.948196289386, 1.934
PointPlane2, 0.66,0.66,,,-0.1144238,1.808274,1.279078,,,-0.1142339,1.811579,1.279077,,29.7499911776726,30.1407667797822,3.29651557909188, 1.944
PointBall3, 2.94,2.94,,,0.05766248,1.856876,1.259392,,,0.05868287,1.871515,1.260505,,1.17236405220313,5.9555218093626,6.07534765661908, 1.843
PointBall2, 1.39,1.39,,,-0.1449838,1.70269,0.998219,,,-0.1450662,1.709634,0.9983889,,51.8963837564446,52.7626395492986,1.78596955386344, 2.767
PointPyramid, 0.45,-0.45,,,0.05719863,1.857268,1.277714,,,0.05715228,1.855039,1.2776,,48.5275603817165,49.7939115695433,3.41495105600413, 3.388
PointPlane1, 3.21,3.21,,,0.06160723,1.654808,1.050128,,,0.06258389,1.670819,1.050513,,44.750001422956,46.4774689141024,3.84949493598405, 2.856
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane1, 1,-1,,,0.0666355,1.672039,1.046227,,,0.06496134,1.667407,1.047101,,44.750001422956,38.8980867502302,22.0624341882833, 2.613
PointBall2, 1.64,-1.64,,,-0.1530782,1.706754,0.99501,,,-0.1543041,1.698665,0.9953088,,53.77180338618,58.2598659233903,8.81068594449561, 2.188
PointBall1, 2.42,2.42,,,0.2433389,1.78071,1.091174,,,0.2454472,1.792601,1.09074,,35.5444229799432,27.3184165800561,10.2134966241791, 1.679
PointPlane2, 4.25,4.25,,,-0.1110315,1.789,1.276559,,,-0.1078953,1.810004,1.276349,,29.7499911776726,30.5234315324781,8.49777620430461, 2.078
PointPlane3, 1.2,1.2,,,0.1456269,1.659562,0.9769535,,,0.1467976,1.665464,0.9769429,,59.7499809323891,60.5303368535368,11.2216675223376, 1.6
PointBall3, 0.9,0.9,,,0.0542982,1.867017,1.26025,,,0.05497146,1.871456,1.260147,,1.50636178742631,10.0356982672949,8.68803538720911, 3.012
PointPyramid, 0.25,0.25,,,0.0546946,1.840479,1.290415,,,0.05488207,1.84174,1.29043,,48.7770808455319,48.4476437555566,8.47843396288703, 3.81
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane2, 2.63,2.63,,,-0.1201911,1.797192,1.277244,,,-0.1195676,1.810332,1.276917,,29.7499911776726,28.6936034141838,2.95896273050465, 5.657
PointBall3, 1.14,1.14,,,0.05542137,1.865813,1.256581,,,0.05586644,1.871499,1.256483,,1.16449268629056,5.68575453097661,4.53440494255242, 2.333
PointBall1, 3.37,3.37,,,0.2286656,1.773926,1.072686,,,0.2310692,1.790578,1.072382,,35.9976743206523,30.2933702770666,8.2500495188701, 1.845
PointPyramid, 2.35,2.35,,,0.06699335,1.845291,1.274593,,,0.06795856,1.856999,1.274642,,48.527550136433,43.8167824573426,4.73569616131996, 2.412
PointBall2, 0.88,0.88,,,-0.14791,1.701742,0.997207,,,-0.1478861,1.706163,0.9972392,,52.4947902733555,53.2066393990344,0.735152609900587, 2.302
PointPlane3, 5.41,5.41,,,0.1666696,1.647241,0.9820907,,,0.170067,1.674079,0.9819173,,59.7499809323891,59.895108787835,7.21545005822736, 2.667
PointPlane1, 5.53,5.53,,,0.07172931,1.636796,1.04855,,,0.07886872,1.662784,1.042478,,44.750001422956,34.8568517609935,19.6700785357896, 2.179
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 0.04,-0.04,,,0.06189251,1.871728,1.26097,,,0.0618609,1.871537,1.260994,,1.03400800896576,12.556471717895,11.7147192280065, 2.5
PointPlane3, 3.26,3.26,,,0.1527862,1.649081,0.9785593,,,0.1562325,1.664899,0.976617,,59.7499809323891,53.9693222061966,13.9193642118588, 3.478
PointPlane1, 6.06,6.06,,,0.06732763,1.635695,1.049053,,,0.07364251,1.664988,1.044682,,44.750001422956,38.1821565866358,14.5501500934028, 1.978
PointBall2, 3.98,3.98,,,-0.1275353,1.707477,1.0053,,,-0.1265488,1.727104,1.002158,,48.8036639410418,43.9670500299959,9.28721713056931, 6.366
PointPyramid, 3.18,3.18,,,0.05859442,1.838002,1.280939,,,0.06036831,1.853747,1.279818,,48.7770808455319,52.8753103467118,7.46045662090061, 1.93
PointBall1, 3.54,3.54,,,0.2496495,1.768841,1.086761,,,0.2526522,1.786264,1.085912,,37.0008002704755,28.3596703523125,10.0885331941493, 1.944
PointPlane2, 0.38,0.38,,,-0.1039318,1.80436,1.269987,,,-0.1036443,1.806245,1.269837,,29.7499911776726,26.8071786424544,9.64059403291923, 2.699
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 4.18,4.18,,,0.1522726,1.646524,0.9783134,,,0.155239,1.667201,0.9779459,,59.7499809323891,59.3302316686266,8.19869759679801, 2.269
