1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane1, 12.47,12.47,,,0.04597686,1.603745,1.058997,,,0.05575015,1.663187,1.042881,,44.750001422956,31.043529932734,17.3790555670024, 1.197
PointBall2, 27,27,,,-0.09938248,1.589503,1.032032,,,-0.1182624,1.713661,0.9825603,,51.1827553665364,29.2049830782068,22.8643803367966, 1.6
PointPlane2, 14.71,14.71,,,-0.1320274,1.740906,1.300531,,,-0.1226788,1.80928,1.275095,,29.7499911776726,12.0365176053813,21.3858664037803, 1.312
PointBall1, 15.61,15.61,,,0.2162184,1.7065,1.078687,,,0.2416671,1.777745,1.059508,,38.8656501827645,15.9330840693811,23.948220337343, 1.212
PointBall3, 15.87,15.87,,,0.07441726,1.791411,1.278341,,,0.07673722,1.870725,1.279023,,3.8727227011576,2.71476298390466,1.83226884363762, 1.233
PointPlane3, 17.82,17.82,,,0.1470746,1.579605,1.019703,,,0.1519177,1.653318,0.9699306,,59.7499809323891,26.1456509340853,33.9042931152833, 1.289
PointPyramid, 17.68,17.68,,,0.06167889,1.768875,1.274782,,,0.06795384,1.857004,1.276775,,48.527550136433,44.4695333728725,4.35437652896626, 1.199
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 14.96,14.96,,,0.05000265,1.79722,1.261331,,,0.05735835,1.871523,1.256951,,1.00092876340567,7.44800518639017,6.44780084990318, 1.255
PointBall2, 27.4,27.4,,,-0.1018627,1.598064,1.070733,,,-0.1394764,1.67529,0.9640301,,57.6104515551771,13.1144742518951,55.44745364863, 1.733
PointPlane1, 15.47,15.47,,,0.04303036,1.590578,1.068352,,,0.05414245,1.662564,1.042258,,44.750001422956,26.3153367340085,21.2745633517103, 1.478
PointPlane3, 22.47,22.47,,,0.1534007,1.560959,1.02343,,,0.1671066,1.661152,0.9744539,,59.7499809323891,34.5800481072977,26.6717018440372, 1.355
PointPlane2, 12.05,12.05,,,-0.1247841,1.752093,1.29424,,,-0.1179482,1.808002,1.272882,,29.7499911776726,11.1696214823104,21.6184889800593, 1.311
PointPyramid, 7.71,7.71,,,0.07013782,1.796122,1.296734,,,0.07492115,1.834366,1.296947,,48.7770808455319,48.6014083849677,7.15105034076951, 1.122
PointBall1, 12.51,12.51,,,0.2151118,1.730278,1.089001,,,0.2453671,1.781245,1.06898,,38.1075675078803,7.8967494561462,35.3073641959217, 1.256
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane1, 13.05,13.05,,,0.05438677,1.592262,1.058654,,,0.0640206,1.649825,1.029519,,44.750001422956,19.9815590589366,27.8246889702693, 1.433
PointPyramid, 7.03,7.03,,,0.05936257,1.826302,1.274564,,,0.06438854,1.861038,1.272607,,48.527550136433,40.3994032691561,8.73734166768171, 1.2
PointBall1, 6.62,6.62,,,0.2061189,1.763885,1.07583,,,0.2220397,1.790662,1.06468,,35.970537979835,9.02641234078545,35.8316119359829, 1.222
PointBall3, 10.56,10.56,,,0.08021577,1.818533,1.268777,,,0.08565526,1.870906,1.265094,,3.34708437730875,6.07657367554098,7.01209996436918, 1.189
PointPlane3, 7.61,7.61,,,0.1571403,1.632421,0.9988637,,,0.1618751,1.661353,0.9745698,,59.7499809323891,21.1698702150257,40.3007992459471, 1.289
PointBall2, 17.15,17.15,,,-0.1560056,1.606857,1.024032,,,-0.1600137,1.68399,0.9867791,,56.2099827765401,36.8068468091065,25.6601218278041, 1.456
PointPlane2, 8.64,8.64,,,-0.1260076,1.768708,1.290379,,,-0.1228077,1.808337,1.273461,,29.7499911776726,8.08157693126439,23.2383144004289, 1.5
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 14.85,14.85,,,0.1504496,1.60847,1.024149,,,0.1563103,1.66554,0.976987,,59.7499809323891,20.9044046750367,39.5376554010289, 1.4
PointBall2, 23.31,23.31,,,-0.1106659,1.632964,1.073458,,,-0.1387785,1.691263,0.9765076,,55.0000899308216,17.3791238688922,59.7517841022798, 1.7
PointPyramid, 15.04,15.04,,,0.05747458,1.780863,1.279926,,,0.06113952,1.855926,1.277891,,48.7770808455319,50.136643622368,3.08235628428613, 1.444
PointPlane2, 12.46,12.46,,,-0.1008746,1.754836,1.304328,,,-0.09539576,1.811278,1.278555,,29.7499911776726,7.42742753454083,24.7802961569942, 1.312
PointPlane1, 14.48,14.48,,,0.04357513,1.596107,1.071961,,,0.05327395,1.660431,1.040125,,44.750001422956,20.1391571319126,27.1179590712309, 1.378
PointBall3, 12.19,12.19,,,0.0657481,1.810174,1.283252,,,0.06885791,1.870895,1.278958,,3.51178968880521,7.5800967723942,4.78925167311171, 1.333
PointBall1, 4.73,4.73,,,0.2231615,1.768623,1.078766,,,0.2313916,1.788365,1.068631,,36.5044606825863,3.58746839614641,33.2838216728727, 1.122
