1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPyramid, 1.06,1.06,,,0.05474649,1.849566,1.273265,,,0.05666925,1.854493,1.273823,,48.5275603817165,69.9582925893588,22.1837315143781, 1.786
PointBall3, 1.92,1.92,,,0.05215306,1.862001,1.23315,,,0.05557299,1.870931,1.233792,,2.94769462623498,23.1129650647217,21.3386441847202, 1.855
PointPlane1, 6.98,-6.98,,,0.04653413,1.67302,1.022532,,,0.02978345,1.642411,1.022105,,44.750001422956,52.2951984909836,28.7043268108823, 2.088
PointBall2, 3.37,-3.37,,,-0.1570923,1.681736,0.9739882,,,-0.1631024,1.665992,0.9746816,,59.1077246022269,71.8565455408542,20.9940372450205, 1.746
PointBall1, 2.77,2.77,,,0.2223489,1.770261,1.057616,,,0.2278546,1.782861,1.05608,,37.7363228311589,22.1285026062863,24.3350429675805, 1.444
PointPlane2, 1.72,-1.72,,,-0.1165204,1.8044,1.252435,,,-0.1193952,1.79627,1.252562,,29.7499911776726,34.537707765811,19.4817890086322, 2.079
PointPlane3, 2.87,-2.87,,,0.1202668,1.619248,0.9415828,,,0.1150241,1.605902,0.9425551,,59.7499809323891,58.4726126497377,21.7342111643992, 1.857
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPyramid, 16.48,-16.48,,,0.08080564,1.916598,1.252406,,,0.04604307,1.842471,1.26163,,48.5275603817165,73.7578379264457,25.8194325706668, 1.856
PointBall2, 4.61,-4.61,,,-0.1502912,1.690705,0.9681134,,,-0.1562909,1.668712,0.9713664,,58.6721771113537,63.0816856451057,17.1224231689117, 1.867
PointPlane1, 6.26,-6.26,,,0.04408836,1.674527,1.021065,,,0.03397109,1.64512,1.024814,,44.750001422956,41.5422987911704,20.0625326568411, 1.734
PointBall1, 3.71,3.71,,,0.2394986,1.763023,1.070443,,,0.2461766,1.780103,1.067759,,38.3581193302317,19.6268929584167,22.7578737849378, 1.691
PointBall3, 2.66,-2.66,,,0.05306371,1.884027,1.240774,,,0.05006693,1.871089,1.240784,,2.58679384383684,15.0614068140242,13.0428793572337, 1.646
PointPlane3, 0.4,0.4,,,0.1510764,1.62974,0.957909,,,0.1514034,1.631658,0.9574252,,59.7499809323891,46.5851980697886,16.7243802457274, 1.691
