1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane2, 8.19,8.19,,,-0.1285601,1.774292,1.278533,,,-0.1161073,1.813184,1.281856,,29.7499911776726,38.6003929635393,18.4007971968904, 1.92
PointBall1, 8.23,8.23,,,0.2134969,1.755772,1.075002,,,0.2356998,1.79039,1.07636,,36.0454241718111,27.718185833505,32.739469271549, 1.777
PointBall2, 13.78,13.78,,,-0.1502961,1.640809,0.9890327,,,-0.1355661,1.708092,0.9894558,,52.1564124660056,60.5849168936756,12.3632362801425, 2.201
PointPlane3, 4.98,-4.98,,,0.1248574,1.6487,0.9460921,,,0.1172584,1.626546,0.9544737,,59.7499809323891,42.5159695510175,26.8668796167809, 2.068
PointPyramid, 7.76,-7.76,,,0.06473915,1.856801,1.241823,,,0.06088699,1.818933,1.234223,,48.277076861255,60.0399702659106,12.9049411294628, 2.222
PointPlane1, 0.22,-0.22,,,0.06841547,1.646116,1.024434,,,0.06824581,1.645055,1.024749,,44.750001422956,29.6478252109105,18.4273393112665, 1.968
PointBall3, 0.02,-0.02,,,0.05850103,1.870731,1.22819,,,0.05848901,1.87065,1.22818,,3.56293350355682,13.7632653653639,10.8119560750547, 2.023
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 1.64,1.64,,,0.05861178,1.860494,1.204399,,,0.06030254,1.868487,1.204806,,6.70592479051241,15.8113222904356,12.3349251468206, 1.99
PointBall1, 3.76,3.76,,,0.2376057,1.758711,1.060948,,,0.2459869,1.775493,1.059738,,39.352854392893,24.243677237143,26.740912148971, 2.189
PointPyramid, 2.09,2.09,,,0.05481929,1.827058,1.250046,,,0.0581323,1.836958,1.250154,,48.277076861255,51.6661210104582,18.5195758907989, 1.69
