1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane2, 6.97,6.97,,,-0.1307969,1.779526,1.287032,,,-0.1219791,1.812706,1.281028,,29.7499911776726,24.4125160936328,17.6841379106224, 0.984
PointPlane3, 10.4,10.4,,,0.1420533,1.612817,0.9849296,,,0.1556552,1.661978,0.9749305,,59.7499809323891,50.2461657026614,18.8052673279049, 0.723
PointPyramid, 4.43,4.43,,,0.0195151,1.800709,1.263341,,,0.02742893,1.821411,1.263092,,48.5275603817165,69.4471758876115,20.9217601852347, 0.689
PointBall3, 20.47,20.47,,,0.03296498,1.772277,1.272884,,,0.05944587,1.871101,1.27503,,2.97427174532957,15.6727719069774,15.0697635502412, 0.734
PointBall2, 13.96,13.96,,,-0.1586157,1.638272,1.037565,,,-0.1616102,1.697018,1.000023,,54.0532891344215,32.6153988887283,32.4143249553476, 0.799
PointPlane1, 7.35,7.35,,,0.06002288,1.624407,1.052449,,,0.06423704,1.657648,1.037342,,44.750001422956,21.543831599414,25.0189224693865, 0.801
PointBall1, 8.64,8.64,,,0.1839274,1.758954,1.060638,,,0.2117988,1.791887,1.058744,,35.6790289292654,30.0428662660381,40.290441264359, 0.744
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall1, 19.6,19.6,,,0.2064177,1.705396,1.11079,,,0.2454956,1.793387,1.09243,,35.3613363492412,12.6540734108712,26.0313374762224, 0.833
PointBall2, 18.88,18.88,,,-0.1517533,1.592043,1.04229,,,-0.1743942,1.655732,0.9763961,,60.7265272017968,21.8762842178238,47.3334247819747, 0.856
PointPyramid, 21.09,-21.09,,,0.03686436,1.856158,1.268348,,,-0.01819021,1.769799,1.24326,,48.5275603817165,81.3042815039621,35.1186870555397, 0.767
PointPlane3, 18.21,18.21,,,0.1470953,1.58551,1.00185,,,0.1684196,1.671409,0.9803756,,59.7499809323891,47.4848603169435,19.2312884126982, 0.745
PointPlane1, 19.28,19.28,,,0.06948605,1.590261,1.098342,,,0.07867396,1.676435,1.056129,,44.750001422956,19.6486795537155,26.3822572180868, 0.756
PointBall3, 12.02,12.02,,,0.022489,1.81272,1.281783,,,0.04061717,1.869619,1.288662,,5.7413608070096,20.865827767678,18.9076774739229, 0.711
PointPlane2, 13.48,13.48,,,-0.1137506,1.755009,1.309403,,,-0.1141575,1.820914,1.295246,,29.7499911776726,17.8801643343469,11.8780119710446, 0.91
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 25.74,25.74,,,0.168614,1.565156,1.029149,,,0.1846496,1.686382,0.9890202,,59.7499809323891,42.1831412722138,19.3879797780872, 0.723
PointBall1, 14.9,14.9,,,0.2290077,1.724887,1.115053,,,0.2624049,1.79114,1.108199,,35.9034689391464,15.643948509482,27.1805645834211, 0.678
PointPlane1, 20.94,20.94,,,0.06778259,1.566559,1.074007,,,0.08425811,1.66601,1.045704,,44.750001422956,30.3716032616429,18.0105014155567, 0.744
PointPyramid, 10.18,10.18,,,0.04847387,1.808461,1.267153,,,0.07324664,1.851016,1.279957,,48.527550136433,23.2563546370722,33.3514405437741, 0.754
PointPlane2, 20.76,20.76,,,-0.1216284,1.72752,1.328701,,,-0.1126343,1.829149,1.309509,,29.7499911776726,19.9117852634119,11.554437744535, 0.812
PointBall3, 16.28,16.28,,,0.04108213,1.791432,1.300115,,,0.06647685,1.868568,1.305658,,7.11242989095603,18.0352488977783,18.6772490958537, 0.678
PointBall2, 15.17,15.17,,,-0.1589009,1.642932,1.045218,,,-0.1584206,1.710527,1.010787,,51.7507368066362,35.8545442954831,26.7455805831388, 0.756
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 16.89,16.89,,,-0.1521281,1.626614,1.04101,,,-0.1533734,1.694146,0.9903256,,54.5287180987486,31.9512893689247,36.6473243303853, 0.756
PointPyramid, 4.17,4.17,,,0.05360238,1.839882,1.269793,,,0.0627775,1.85858,1.269266,,48.277076861255,52.170926617588,26.1592788686475, 0.722
PointBall1, 20.73,20.73,,,0.2293314,1.686299,1.109301,,,0.2830166,1.774501,1.100215,,39.6035769699688,16.8987088666098,31.646697091364, 0.723
PointPlane1, 10.17,10.17,,,0.04082974,1.608331,1.049441,,,0.05312368,1.655575,1.035269,,44.750001422956,31.3145142654189,21.4709227471475, 0.723
PointPlane2, 18.35,18.35,,,-0.1006829,1.748523,1.339715,,,-0.09661058,1.839316,1.327119,,29.7499911776726,22.2403554885691,8.05783263304924, 0.778
PointBall3, 14.7,14.7,,,0.04114009,1.803522,1.2509,,,0.06885591,1.871542,1.253112,,0.675506383807671,21.5936902714203,22.2541746684228, 0.667
PointPlane3, 0.22,0.22,,,0.1406184,1.651444,0.9698238,,,0.1408397,1.652444,0.9694263,,59.7499809323891,39.7914447329567,24.2341183876656, 0.678
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall1, 13.12,13.12,,,0.2124566,1.735806,1.094463,,,0.2483208,1.790555,1.089714,,36.0205725292076,19.6327378926363,33.4239498299852, 0.711
PointPlane3, 8.07,8.07,,,0.148438,1.602624,0.9717343,,,0.157294,1.640959,0.9627954,,59.7499809323891,48.1695833470886,17.994800518639, 0.757
PointPlane1, 11.34,11.34,,,0.0577444,1.597633,1.054745,,,0.0621514,1.646302,1.025995,,44.750001422956,15.0877747585813,30.6163630837393, 0.857
PointBall2, 13.37,13.37,,,-0.1662656,1.619183,1.028967,,,-0.1716635,1.667326,0.9828736,,58.9011933478513,30.3890373190142,43.7009766031876, 0.856
PointBall3, 11.48,11.48,,,0.0388469,1.817708,1.270154,,,0.05947629,1.871198,1.272807,,2.67700676644055,21.6800853318277,21.2814515972966, 0.801
PointPyramid, 3.28,3.28,,,0.05872229,1.84549,1.272537,,,0.06463344,1.860761,1.271838,,48.527550136433,27.4682999545792,21.2654979833867, 0.734
PointPlane2, 12.02,12.02,,,-0.1095707,1.758536,1.298358,,,-0.1006459,1.817198,1.288809,,29.7499911776726,22.3704654659953,12.3796705686018, 0.822
