1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointBall3, 1.19,1.19,,,0.08003393,1.865385,1.258188,,,0.08078275,1.871235,1.257341,,2.35151901979958,9.77326191611845,10.7448451994586, 2.665
PointPlane2, 2.48,2.48,,,-0.1032438,1.798318,1.280571,,,-0.1015621,1.809466,1.275417,,29.7499911776726,9.35828183181115,25.6929255179275, 2.356
PointPlane3, 0.82,0.82,,,0.1684521,1.633006,0.9624901,,,0.1688126,1.636381,0.960152,,59.7499809323891,25.7459192466757,34.7837653238136, 2.745
PointBall2, 0.13,0.13,,,-0.1329609,1.676234,0.9610723,,,-0.1329663,1.676763,0.9607134,,57.3697830162798,32.6850975521741,33.8935594733014, 2.034
PointPlane1, 0.34,0.34,,,0.07281617,1.650901,1.032929,,,0.07292763,1.652277,1.031972,,44.750001422956,10.8776983515339,34.7340176423781, 2.255
PointBall1, 0.98,0.98,,,0.2554577,1.771707,1.073,,,0.2563663,1.775988,1.070795,,39.2566614263939,16.7386860765459,28.8883628378525, 1.778
PointPyramid, 3.29,3.29,,,0.06421696,1.839346,1.282068,,,0.06664971,1.855222,1.278514,,48.7770808455319,61.4915220279286,14.9711834326936, 2.789
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 2.56,2.56,,,0.06835645,1.859051,1.259397,,,0.06988584,1.871532,1.257063,,0.931672354696267,12.3563599873869,12.3933941258098, 1.622
PointPlane3, 1.99,1.99,,,0.144756,1.627979,0.9661292,,,0.1450612,1.635562,0.9596794,,59.7499809323891,19.6949609142436,40.1622317870165, 1.978
PointPlane2, 5.2,5.2,,,-0.1031504,1.788431,1.290685,,,-0.1006141,1.81144,1.278836,,29.7499911776726,6.23479543014823,27.529933872387, 2.734
