1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPyramid, 2.69,2.69,,,0.0684891,1.840865,1.279753,,,0.07042266,1.854189,1.279426,,48.7770808455319,50.4291532956231,8.33208606493461, 1.619
PointPlane2, 1.73,1.73,,,-0.1085421,1.803065,1.279074,,,-0.1070335,1.811561,1.279045,,29.7499911776726,31.3124891143863,10.0702880518366, 1.577
PointBall2, 7.37,7.37,,,-0.1389102,1.669097,0.9833872,,,-0.133663,1.705489,0.9855677,,52.601761278065,60.5121139093383,8.9732973761829, 1.59
PointPlane1, 0.61,-0.61,,,0.06719927,1.666204,1.042968,,,0.06679404,1.663181,1.042875,,44.750001422956,47.238112909854,7.89105478608417, 1.778
PointBall1, 2.49,2.49,,,0.2402123,1.76779,1.064153,,,0.2424437,1.780026,1.064075,,38.3714894251599,31.9597314825039,10.335727978617, 1.422
PointBall3, 2.91,2.91,,,0.06343098,1.856989,1.241464,,,0.06580499,1.871321,1.240985,,1.75390437792346,9.1456145064107,9.54550755703492, 1.6
PointPlane3, 3.25,-3.25,,,0.1537646,1.655651,0.9626501,,,0.151127,1.639607,0.9620147,,59.7499809323891,62.6658569098176,9.65956146771654, 1.477
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane1, 5.3,-5.3,,,0.0593053,1.666758,1.021869,,,0.05474977,1.64071,1.020404,,44.750001422956,48.9780386656998,10.4889555844194, 1.511
PointBall3, 1.81,1.81,,,0.05766103,1.862244,1.236304,,,0.0594008,1.871122,1.236512,,2.42624150068359,12.3407581282095,11.1966323184052, 1.466
PointPyramid, 1.34,-1.34,,,0.06060831,1.8596,1.264515,,,0.05959903,1.852981,1.264317,,48.277076861255,50.7809592545076,8.88745470730933, 1.657
PointBall1, 3.68,3.68,,,0.2457168,1.76544,1.076033,,,0.2487934,1.783591,1.076663,,37.5934011267535,33.084448456548,9.86930205713908, 1.8
PointBall2, 12.2,12.2,,,-0.1326749,1.657503,0.9891776,,,-0.1277973,1.718138,0.9936519,,50.4030346529638,56.7237700821786,6.40134873465057, 2.487
PointPlane3, 1.13,1.13,,,0.1548359,1.657488,0.9752746,,,0.1554647,1.663097,0.9755764,,59.7499809323891,63.2603292378761,7.20069855757792, 1.456
PointPlane2, 4.12,4.12,,,-0.1188479,1.788614,1.273338,,,-0.1169282,1.809098,1.274779,,29.7499911776726,34.3907152687736,6.83669900381694, 1.711
