1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane2, 4.74,-4.74,,,-0.1173197,1.829459,1.27701,,,-0.1293259,1.809154,1.274877,,29.7499911776726,45.7824391287866,31.0318981209012, 1.263
PointBall3, 0.57,0.57,,,0.05849522,1.869192,1.249023,,,0.06009331,1.871514,1.249345,,0.79253537539857,35.7534711589579,35.1162828290187, 1.122
PointPlane1, 2.6,2.6,,,0.05287578,1.64009,1.030824,,,0.05955306,1.651245,1.030939,,44.750001422956,53.0982374697337,30.9126600967838, 1.033
PointPyramid, 1.71,-1.71,,,0.07642567,1.858972,1.265043,,,0.07004057,1.853334,1.26463,,48.277076861255,66.3365712223648,48.6410986131301, 0.833
PointBall2, 13.06,13.06,,,-0.1432429,1.671236,0.9896652,,,-0.1094432,1.727082,0.9901381,,48.7979607332436,69.9489352304563,31.1901023731492, 1.177
PointBall1, 4.36,4.36,,,0.2331363,1.757646,1.061621,,,0.2456521,1.775355,1.059199,,39.382121752672,22.2237922802927,35.7024018359548, 1.022
PointPlane3, 5.73,5.73,,,0.1492864,1.625225,0.9715996,,,0.1635852,1.649752,0.9678718,,59.7499809323891,57.246562991987,31.0049257046194, 1.345
2順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 0.94,0.94,,,0.05782422,1.867668,1.248091,,,0.06056869,1.871491,1.247721,,0.936281665040702,36.2431854635365,35.8825207495449, 1.068
PointPlane2, 0.28,-0.28,,,-0.1213861,1.810832,1.275608,,,-0.122086,1.809627,1.275697,,29.7499911776726,38.8220838223559,30.3291160710932, 1.056
PointPlane3, 5.56,-5.56,,,0.1368021,1.656163,0.9577508,,,0.1217439,1.632807,0.9580885,,59.7499809323891,64.4863754805323,32.8122381049413, 0.933
PointPlane1, 3.79,-3.79,,,0.04211612,1.661414,1.025213,,,0.03186008,1.645491,1.025185,,44.750001422956,53.6005842088308,32.7878816510388, 1.012
PointBall1, 4.83,4.83,,,0.2308787,1.769507,1.085555,,,0.245894,1.78817,1.082338,,36.5629305153491,19.4559896773077,39.3959426400729, 0.934
PointPyramid, 26.98,-26.98,,,0.04972074,1.856906,1.272792,,,-0.03437939,1.751483,1.275827,,48.5275603817165,87.108815155734,38.5908375291564, 1.078
